flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
2,Vikhroli East,561,new construction,Semi Furnished,2,2,0,0,10200
1,Mira Road East,720,recent construction,Fully Furnished,1,2,3,1,8500
2,Borivali West,620,new construction,Unfurnished,2,2,0,0,16000
3,Parel,1845,recent construction,Semi Furnished,3,3,1,1,101000
1,Malad West,600,new construction,Unfurnished,1,2,0,1,9500
2,Dahisar West,850,new construction,Unfurnished,2,2,0,1,17000
3,Andheri West,1100,mid age property,Unfurnished,3,1,0,1,38500
1,Nalasopara West,590,recent construction,Unfurnished,1,2,1,1,2700
1,Virar West,650,new construction,Unfurnished,1,1,2,0,3600
2,Kandivali East,790,recent construction,Semi Furnished,2,2,0,1,16500
2,Mahim,1050,recent construction,Semi Furnished,2,2,0,1,27000
2,Goregaon East,860,modern property,Semi Furnished,2,2,0,0,7600
3,Chembur,1579,new construction,Semi Furnished,3,2,1,1,67000
1,Naigaon East,500,new construction,Unfurnished,1,2,2,1,3200
2,Andheri East,624,mid age property,Fully Furnished,2,2,0,1,13000
1,Dadar West,450,modern property,Semi Furnished,1,1,0,0,15000
1,Kandivali West,410,recent construction,Unfurnished,1,1,0,1,5800
4,Vikhroli East,2500,new construction,Semi Furnished,4,4,3,1,100000
3,Mira Road East,900,recent construction,Semi Furnished,3,3,3,1,10500
1,Naigaon East,590,recent construction,Semi Furnished,1,3,0,0,3000
2,Vikhroli East,625,new construction,Semi Furnished,2,2,0,1,12000
1,Naigaon East,610,recent construction,Semi Furnished,1,1,0,1,3100
2,Nalasopara West,900,new construction,Semi Furnished,1,3,0,1,5400
3,Lower Parel,2800,recent construction,Semi Furnished,3,4,3,1,110000
3,Santacruz West,1500,modern property,Semi Furnished,3,1,0,1,60000
3,Mulund West,2000,recent construction,Unfurnished,3,3,0,1,33000
3,Andheri West,1300,modern property,Unfurnished,3,3,0,1,24000
2,Andheri West,750,new construction,Unfurnished,2,2,0,1,25000
3,Lower Parel,2850,new construction,Fully Furnished,3,4,3,1,87000
1,Mulund East,700,modern property,Fully Furnished,1,1,0,1,11000
2,Lower Parel,650,recent construction,Fully Furnished,2,2,0,1,24000
3,Cumballa Hill,1800,mid age property,Semi Furnished,3,3,0,1,135000
4,Kurla West,1800,modern property,Unfurnished,4,4,4,1,24000
4,Powai,4690,recent construction,Semi Furnished,4,4,0,1,85000
2,Vikhroli East,640,new construction,Unfurnished,2,2,0,1,12500
1,Borivali West,590,new construction,Unfurnished,1,2,0,0,10900
3,Worli,1500,mid age property,Fully Furnished,3,3,0,1,98000
3,Bandra West,1500,recent construction,Fully Furnished,3,3,1,1,57500
2,Matunga West,1300,new construction,Unfurnished,2,2,0,1,37500
2,Mulund West,1010,modern property,Semi Furnished,2,2,0,1,17500
2,Mira Road East,1060,modern property,Fully Furnished,2,3,0,1,12000
2,Kandivali East,960,new construction,Unfurnished,2,2,0,1,22000
1,Mira Road East,820,recent construction,Semi Furnished,1,2,2,1,6100
3,Andheri East,950,modern property,Semi Furnished,3,3,0,1,26000
4,Borivali East,3350,recent construction,Fully Furnished,4,3,1,1,70000
2,Wadala East,795,recent construction,Semi Furnished,2,2,0,1,18700
3,Bandra West,1600,modern property,Semi Furnished,3,3,3,1,65000
3,Khar West,1400,recent construction,Semi Furnished,3,3,0,1,100000
3,Kurla West,1600,recent construction,Semi Furnished,3,2,4,1,28500
2,Mira Road East,972,recent construction,Semi Furnished,2,2,0,1,11500
3,Chembur,1802,new construction,Semi Furnished,3,2,1,1,70000
3,Powai,1950,new construction,Semi Furnished,3,2,2,1,92400
4,Andheri West,2100,recent construction,Fully Furnished,4,5,0,1,70000
1,Kandivali East,585,modern property,Unfurnished,1,1,0,0,10000
2,Kandivali West,900,modern property,Semi Furnished,2,1,0,1,14500
3,Powai,1335,recent construction,Unfurnished,3,3,2,1,52000
2,Kandivali East,825,recent construction,Fully Furnished,2,2,0,1,17500
3,Borivali East,1560,new construction,Unfurnished,3,3,3,1,45000
3,Andheri East,1560,recent construction,Semi Furnished,3,1,0,1,21000
1,Kandivali East,610,modern property,Unfurnished,1,2,1,0,10000
3,Santacruz West,2000,recent construction,Fully Furnished,3,1,0,1,85000
2,Wadala East,1395,recent construction,Semi Furnished,2,1,0,1,30800
2,Kandivali East,930,recent construction,Unfurnished,2,2,0,1,17000
3,Santacruz West,1315,new construction,Unfurnished,3,3,0,1,65800
1,Naigaon East,570,new construction,Unfurnished,1,2,2,1,3500
2,Goregaon East,837,new construction,Unfurnished,2,2,0,1,19500
5,Goregaon West,2400,modern property,Fully Furnished,5,5,2,1,64500
1,Matunga East,650,new construction,Semi Furnished,1,2,0,1,20000
2,Chembur,720,recent construction,Unfurnished,2,2,0,0,13500
1,Mira Road East,750,recent construction,Unfurnished,1,2,3,0,7100
1,Bhandup West,313,new construction,Unfurnished,1,2,0,1,6500
3,Chembur,1500,recent construction,Semi Furnished,3,2,1,1,25000
4,Madh,1880,recent construction,Fully Furnished,4,3,1,1,58000
3,Andheri West,1900,recent construction,Unfurnished,3,3,0,1,51000
3,Andheri East,950,modern property,Semi Furnished,3,3,0,1,22600
2,Andheri West,1000,modern property,Semi Furnished,2,1,0,1,36000
2,Andheri East,1140,modern property,Semi Furnished,2,2,1,1,24000
2,Vasai West,930,recent construction,Semi Furnished,2,2,0,1,8000
3,Mahim,1431,recent construction,Semi Furnished,3,3,0,0,80000
2,Andheri East,1237,new construction,Unfurnished,2,2,1,1,20000
3,Mulund West,859,new construction,Unfurnished,3,3,0,1,23000
2,Kandivali East,609,recent construction,Unfurnished,2,2,0,1,9800
2,Goregaon East,764,modern property,Semi Furnished,2,2,1,1,7500
2,Kandivali East,851,new construction,Semi Furnished,2,2,1,1,21800
5,Santacruz West,2040,recent construction,Semi Furnished,5,5,0,1,90000
3,Byculla,1200,recent construction,Semi Furnished,3,3,0,1,40000
2,Mira Road East,900,recent construction,Semi Furnished,2,2,3,1,10500
5,Powai,2625,modern property,Semi Furnished,5,5,1,1,61500
1,Sion,600,recent construction,Semi Furnished,1,1,1,1,19500
1,Borivali West,600,modern property,Fully Furnished,1,2,0,1,11000
2,Kanjurmarg East,700,new construction,Semi Furnished,2,2,0,1,15500
3,others,1350,recent construction,Unfurnished,3,2,2,1,87500
2,Khar West,1000,new construction,Semi Furnished,2,1,0,1,46500
2,Thane West,1100,recent construction,Semi Furnished,2,2,1,1,11500
3,Ghatkopar East,950,new construction,Semi Furnished,3,3,0,1,25500
3,Chembur,1560,recent construction,Semi Furnished,3,2,2,1,43500
3,Kandivali East,1255,recent construction,Semi Furnished,3,2,1,1,19500
3,Mulund West,1386,new construction,Unfurnished,3,2,1,1,42500
2,Santacruz West,878,new construction,Unfurnished,2,2,0,1,39900
1,Chembur,450,recent construction,Unfurnished,1,2,0,1,8500
2,Mahim,1000,recent construction,Semi Furnished,2,2,0,1,27000
2,Santacruz West,1000,modern property,Semi Furnished,2,3,0,1,29500
1,Malad West,421,modern property,Unfurnished,1,1,0,1,5400
3,Malabar Hill,1725,recent construction,Fully Furnished,3,3,0,1,120000
2,Mulund West,805,new construction,Unfurnished,2,2,1,1,21000
4,Khar West,4500,recent construction,Fully Furnished,4,3,0,1,180000
1,Byculla,490,new construction,Semi Furnished,1,1,1,1,18500
1,Kanjurmarg East,551,recent construction,Semi Furnished,1,1,0,1,9600
2,Chembur,700,recent construction,Semi Furnished,2,2,0,1,18000
2,Thane West,750,recent construction,Unfurnished,2,2,1,1,6200
3,Goregaon East,996,new construction,Unfurnished,3,3,0,1,24000
3,Powai,1481,recent construction,Semi Furnished,3,2,3,1,32000
3,Borivali West,854,recent construction,Unfurnished,3,3,1,1,22500
1,Goregaon West,600,new construction,Semi Furnished,1,2,0,1,13000
2,Mira Road East,1030,modern property,Semi Furnished,2,2,0,1,12100
1,Malad West,550,modern property,Unfurnished,1,2,0,0,10500
3,Santacruz West,1500,modern property,Semi Furnished,3,3,0,1,80000
3,Goregaon West,1400,new construction,Unfurnished,3,3,1,1,35100
3,Santacruz West,1881,mid age property,Semi Furnished,3,3,2,1,79200
1,Kandivali East,525,modern property,Unfurnished,1,1,0,0,9000
1,Malad West,550,modern property,Unfurnished,1,1,0,0,7500
4,Borivali East,1335,new construction,Unfurnished,4,4,1,1,44300
3,Andheri East,1240,new construction,Unfurnished,3,3,1,1,31000
2,Virar West,1020,new construction,Semi Furnished,2,2,2,1,7200
3,Malad West,1020,modern property,Unfurnished,3,2,0,1,21000
1,Vikhroli East,648,recent construction,Unfurnished,1,2,0,0,9000
1,Virar West,663,recent construction,Semi Furnished,1,1,1,1,3200
1,Goregaon East,545,recent construction,Fully Furnished,1,1,1,1,5800
2,Mira Road East,1100,recent construction,Semi Furnished,2,2,3,1,13500
4,Dadar West,3000,modern property,Semi Furnished,4,5,0,1,110000
3,Goregaon East,1250,new construction,Unfurnished,3,3,0,1,34000
2,Virar West,850,recent construction,Semi Furnished,2,2,2,1,4600
2,Virar West,850,recent construction,Unfurnished,2,2,1,1,3600
3,Santacruz West,2750,modern property,Fully Furnished,3,3,0,1,73000
3,Powai,1350,new construction,Unfurnished,3,2,0,1,23500
3,Worli,1600,recent construction,Semi Furnished,3,4,0,1,72000
2,Vasai West,750,modern property,Semi Furnished,2,1,0,0,3200
3,Bandra West,1400,new construction,Unfurnished,3,3,1,1,57500
2,Malad West,750,new construction,Unfurnished,2,2,0,1,13500
1,Borivali West,650,mid age property,Semi Furnished,1,1,0,1,10500
2,Mulund East,890,new construction,Unfurnished,2,2,0,1,19000
2,Santacruz West,1200,mid age property,Semi Furnished,2,2,0,1,40000
3,Powai,2000,new construction,Semi Furnished,3,2,2,1,55000
3,Dadar West,2100,modern property,Semi Furnished,3,2,0,1,56000
2,Powai,780,recent construction,Unfurnished,2,2,0,1,19500
3,Sion,1903,new construction,Semi Furnished,3,3,4,1,44000
1,Dadar East,540,new construction,Unfurnished,1,2,0,1,21500
2,Bhandup West,740,recent construction,Semi Furnished,2,2,0,1,18000
1,Nalasopara West,595,recent construction,Unfurnished,1,1,2,1,2900
1,Borivali West,650,recent construction,Semi Furnished,1,2,0,1,11000
1,Borivali East,600,modern property,Semi Furnished,1,2,0,1,11500
2,Mira Road East,742,recent construction,Semi Furnished,2,2,1,1,12800
1,Malad West,625,modern property,Unfurnished,1,2,0,1,9000
2,Cuffe Parade,990,mid age property,Fully Furnished,2,2,0,1,52500
1,Naigaon East,560,recent construction,Semi Furnished,1,2,2,1,3400
1,Goregaon West,800,recent construction,Unfurnished,1,2,0,1,22900
2,Malad East,850,new construction,Unfurnished,2,2,0,1,15500
2,Ghatkopar East,600,new construction,Unfurnished,2,2,0,0,11900
2,Powai,1150,recent construction,Unfurnished,2,2,1,1,23500
4,Goregaon West,2060,recent construction,Semi Furnished,4,4,0,1,35500
2,Andheri West,1000,recent construction,Semi Furnished,2,1,0,1,32000
3,Chembur,1132,new construction,Unfurnished,3,3,0,1,33000
2,Mira Road East,981,recent construction,Semi Furnished,2,2,0,1,10800
1,Kanjurmarg West,472,new construction,Semi Furnished,1,2,0,1,12500
1,Malad West,600,new construction,Semi Furnished,1,2,3,1,11000
1,Mulund East,700,new construction,Semi Furnished,1,2,0,1,13000
3,Borivali East,1300,new construction,Unfurnished,3,3,0,1,21200
2,Mazgaon,900,recent construction,Fully Furnished,2,2,0,1,36500
1,Malad West,410,modern property,Unfurnished,1,2,0,0,5200
3,Powai,1500,recent construction,Semi Furnished,3,2,4,1,50000
1,Andheri East,565,new construction,Unfurnished,1,2,0,1,12000
2,Malad West,840,mid age property,Semi Furnished,2,2,0,1,21900
2,Santacruz West,918,modern property,Semi Furnished,2,2,0,1,39000
2,Bandra West,900,recent construction,Fully Furnished,2,2,0,1,42500
3,Mazgaon,1100,modern property,Fully Furnished,3,2,0,1,37000
1,Borivali East,560,modern property,Unfurnished,1,2,0,0,9200
3,Dahisar West,1100,modern property,Semi Furnished,3,2,2,1,25000
3,Ghatkopar East,1600,new construction,Unfurnished,3,4,1,1,43500
1,Andheri East,500,modern property,Semi Furnished,1,1,1,1,11500
2,Goregaon East,711,recent construction,Unfurnished,2,2,0,1,17800
2,Goregaon East,800,recent construction,Semi Furnished,2,2,0,1,23500
2,Borivali West,1100,recent construction,Unfurnished,2,2,0,1,17500
3,Kandivali East,1545,modern property,Semi Furnished,3,3,0,1,28000
2,Goregaon West,1050,recent construction,Fully Furnished,2,2,0,1,23000
2,Chembur,1200,recent construction,Semi Furnished,2,2,1,1,24000
4,Parel,2455,recent construction,Semi Furnished,4,4,1,1,176000
2,Vile Parle East,763,modern property,Fully Furnished,2,2,0,1,29000
3,Dadar West,1250,recent construction,Unfurnished,3,1,0,1,49900
2,Kandivali East,860,recent construction,Semi Furnished,2,2,0,0,16500
2,Virar West,1150,recent construction,Semi Furnished,2,2,1,1,7000
2,Malad East,750,modern property,Unfurnished,2,2,0,1,15500
3,Andheri West,1295,modern property,Unfurnished,3,2,1,1,46000
2,Andheri East,900,modern property,Semi Furnished,2,2,0,1,16500
1,Malad West,500,recent construction,Semi Furnished,1,2,0,1,11000
3,Dadar West,2187,recent construction,Unfurnished,3,2,1,1,47500
2,Andheri West,736,new construction,Unfurnished,2,2,0,1,22500
2,Kanjurmarg East,650,recent construction,Unfurnished,2,2,0,1,14900
1,Goregaon East,425,modern property,Fully Furnished,1,1,1,1,4000
2,Santacruz West,1100,recent construction,Semi Furnished,2,2,0,1,42500
3,Vikhroli West,1502,modern property,Semi Furnished,3,2,1,1,38500
2,Chembur,1121,recent construction,Unfurnished,2,2,0,1,19000
1,Borivali West,417,new construction,Unfurnished,1,2,1,1,11000
2,Powai,1050,recent construction,Semi Furnished,2,2,0,1,18500
3,Bhandup West,1382,recent construction,Semi Furnished,3,3,3,1,30800
1,Mulund West,450,recent construction,Semi Furnished,1,1,0,1,6500
2,Jogeshwari West,720,new construction,Semi Furnished,2,2,1,1,23000
2,Goregaon East,850,new construction,Semi Furnished,2,2,0,1,17500
1,Malad West,700,recent construction,Unfurnished,1,2,0,1,8400
1,Kandivali East,680,modern property,Semi Furnished,1,2,1,1,9500
1,Kanjurmarg East,475,recent construction,Semi Furnished,1,2,0,0,7200
3,Mulund West,1127,recent construction,Semi Furnished,3,3,0,1,36000
2,Andheri East,850,mid age property,Semi Furnished,2,2,0,1,15000
1,Mulund East,500,modern property,Fully Furnished,1,2,0,1,10000
1,Chembur,550,recent construction,Semi Furnished,1,1,0,0,12500
1,Mira Road East,800,recent construction,Unfurnished,1,2,3,0,8000
2,Borivali East,775,recent construction,Unfurnished,2,2,0,1,18300
4,Andheri East,2800,recent construction,Semi Furnished,4,4,0,1,80000
1,Nalasopara West,555,recent construction,Semi Furnished,1,1,3,1,2100
1,Nalasopara West,609,recent construction,Unfurnished,1,3,0,1,3200
2,Powai,1190,modern property,Unfurnished,2,2,0,1,25000
3,Malad West,1000,recent construction,Semi Furnished,3,2,0,1,19000
4,Sion,2500,recent construction,Semi Furnished,4,2,0,1,120000
2,Goregaon East,1113,recent construction,Unfurnished,2,2,2,1,31300
4,Dadar East,2300,recent construction,Semi Furnished,4,4,0,1,90000
2,Byculla,883,new construction,Unfurnished,2,2,0,1,39500
1,Borivali West,600,mid age property,Unfurnished,1,1,0,0,10000
1,Mulund West,510,new construction,Semi Furnished,1,2,0,1,11500
2,Mulund West,800,new construction,Fully Furnished,2,2,0,1,16000
3,Bhandup West,773,recent construction,Semi Furnished,3,3,1,1,20000
1,Virar East,535,recent construction,Semi Furnished,1,1,1,1,2500
2,Goregaon West,1000,recent construction,Unfurnished,2,2,1,0,22500
2,Goregaon East,1100,modern property,Unfurnished,2,2,0,1,20500
1,Naigaon East,547,recent construction,Unfurnished,1,1,2,1,3400
2,Kandivali East,1200,recent construction,Semi Furnished,2,2,3,1,25000
4,Sion,2670,new construction,Semi Furnished,4,4,4,1,72000
3,Lower Parel,2065,recent construction,Fully Furnished,3,3,3,1,103300
2,Mira Road East,710,recent construction,Unfurnished,2,2,2,1,7500
1,Borivali East,480,new construction,Fully Furnished,1,2,0,0,10500
1,Andheri West,665,modern property,Unfurnished,1,2,0,1,17000
2,Chembur,1112,new construction,Unfurnished,2,2,1,1,22500
1,Nalasopara West,595,recent construction,Unfurnished,1,1,2,1,2700
2,Andheri West,750,new construction,Unfurnished,2,2,0,1,25000
2,Khar West,900,modern property,Fully Furnished,2,2,0,0,35000
2,Andheri West,550,new construction,Unfurnished,2,2,0,1,17000
2,Bhandup East,750,recent construction,Semi Furnished,2,2,1,1,10500
2,Wadala East,950,modern property,Semi Furnished,2,2,0,1,17000
2,Mira Road East,1188,new construction,Semi Furnished,2,2,2,1,13500
3,Kandivali East,1330,recent construction,Unfurnished,3,3,0,1,24000
1,Goregaon West,650,recent construction,Semi Furnished,1,2,0,1,12500
3,Byculla,1200,new construction,Unfurnished,3,3,1,1,65000
3,Borivali East,1320,mid age property,Semi Furnished,3,2,0,0,35100
3,Mulund West,1650,new construction,Unfurnished,3,3,1,1,34300
2,Sion,1164,recent construction,Semi Furnished,2,2,1,1,33000
3,Borivali East,1380,new construction,Unfurnished,3,3,0,1,38000
3,Andheri West,1250,modern property,Unfurnished,3,1,0,1,28500
2,Borivali West,855,new construction,Unfurnished,2,1,0,1,19800
3,Parel,1049,recent construction,Unfurnished,3,3,0,1,60000
1,Bhandup West,600,new construction,Semi Furnished,1,1,0,1,10800
2,Lower Parel,893,recent construction,Semi Furnished,2,1,0,1,47400
4,Chembur,1650,recent construction,Unfurnished,4,2,0,1,45200
3,Dahisar West,1250,new construction,Unfurnished,3,3,1,1,27500
1,Mulund East,650,new construction,Semi Furnished,1,2,0,0,11000
3,Lower Parel,2600,new construction,Fully Furnished,3,3,1,1,81000
2,Bhayandar East,1100,new construction,Semi Furnished,2,2,3,1,10500
3,Borivali West,1600,recent construction,Semi Furnished,3,3,0,1,42500
1,Chembur,495,new construction,Unfurnished,1,2,0,1,11000
2,Nalasopara West,940,recent construction,Semi Furnished,2,1,2,1,4200
2,Bhandup West,621,recent construction,Unfurnished,2,2,1,1,13600
3,Powai,1500,recent construction,Unfurnished,3,2,1,1,28100
3,Mulund West,1360,new construction,Unfurnished,3,3,0,1,29000
1,Naigaon East,560,recent construction,Semi Furnished,1,1,2,1,3100
3,Goregaon East,1700,recent construction,Fully Furnished,3,3,1,1,32000
3,Lower Parel,1450,recent construction,Unfurnished,3,2,1,1,85000
1,Lower Parel,680,new construction,Unfurnished,1,2,0,0,14900
3,Goregaon East,987,recent construction,Semi Furnished,2,1,0,1,44000
2,Mira Road East,1020,recent construction,Semi Furnished,2,2,2,1,9500
2,Borivali West,1000,recent construction,Unfurnished,2,2,0,1,13000
2,Mira Road East,1400,modern property,Fully Furnished,2,2,4,1,13000
1,Virar West,610,new construction,Semi Furnished,1,2,1,1,3600
2,Kurla West,1000,modern property,Semi Furnished,2,2,2,1,12000
2,Mira Road East,1050,new construction,Semi Furnished,2,2,2,1,8900
2,Thane West,870,recent construction,Semi Furnished,2,2,2,1,7800
3,Goregaon East,950,recent construction,Semi Furnished,3,2,0,1,45500
